CPE,mean,std,max,median,p05,p95,iqr,missing_pct,pct_zero,hora_pico,mean_noite,mean_dia,ratio_noite_dia,amplitude_horaria,diff_utilizacao_nao_utilizacao,tem_dias_nao_utilizacao,hora_pico_utilizacao,hora_pico_nao_utilizacao,diff_weekday_weekend,cv,cv_diario,autocorr_lag1,autocorr_lag96,tendencia_slope,tendencia_norm,cv_mensal,cluster
PT0002000078233981HJ,2.6158333741010718,3.8281285224592367,16.0,1.0,0.0,11.0,2.0,0.0001589689032368,0.2960979248443939,19,0.5676946028181444,3.070212944332663,0.18490398324522,6.720363849765258,2.3283006845025347,1,19.0,18.0,2.6260051840737524,1.463445095685718,0.4495882489517285,0.9398217534669736,0.4958242339319219,-0.0090962819950085,-3.627778316794038e-05,0.3938334668677353,2
PT0002000078294957RQ,5.48199598923694,7.567065291498691,48.0,2.0,1.0,24.0,5.0,0.0365506193673037,0.0049524927546865,12,1.6096728134099247,8.041630415869152,0.2001674697998352,11.45706455542022,5.404921022530885,1,12.0,22.0,5.23794332381178,1.3803485639820725,0.8030844759077279,0.9738131924046944,0.6914099476291918,0.1394025173855581,0.0002753092846398,0.5722425890121573,1
PT0002000079901964CJ,0.6103887879155055,0.6199995165401565,1.916,0.032,0.0,1.296,1.264,0.3944752191936608,0.3024077674651797,2,1.1971122699279526,0.1924125138427464,6.221592587820563,1.222048449612403,0.6263227936738196,1,2.0,0.0,0.0047367769160393,1.015745257473473,0.8623790423356729,0.9731069491665584,0.9902316724260934,-0.0450637763118986,-0.0012717652984119,0.9210030312082008,9
PT0002000081344542CP,3.115533019406755,4.613518942918415,25.0,1.0,0.0,13.0,4.0,0.0365628477444758,0.355307727111535,19,0.7474870659873506,3.547111536453802,0.2107311986965724,7.790803897685749,3.1139548207395755,1,19.0,22.0,2.501880349513255,1.4808120838972525,0.5657379112433959,0.9325570145486796,0.5666392297213866,0.0780637933649985,0.0002712762416422,0.4861426040710775,2
PT0002000081997398TD,27.679439823874755,18.045468968950956,155.0,24.0,7.0,61.0,27.0,0.0002078824119251,0.0006481039901194,17,10.963717160784098,37.10718477531857,0.2954607639239852,39.41901408450704,2.663234407820364,0,17.0,9.5,4.532345357391662,0.651944876188785,0.265523841340762,0.957197959961221,0.883568566183738,0.5711532180030775,0.000215279898402,0.3136971813932405,8
PT0002000082549706RH,9.122862908855522,5.64136366225133,37.0,7.0,3.0,21.0,5.0,0.0365628477444758,0.000574733727087,2,9.439387022327567,8.939229163041587,1.05595089354615,2.762484774665043,2.663234407820364,0,2.0,9.5,1.037089137249737,0.6183764590801079,0.6242212736955131,0.9646169719303532,0.9076177153500424,-0.3942126032771109,-0.0004678361999649,0.6484537522179652,8
PT0002000082592498EF,0.5386167059847462,0.6737033445028227,3.552,0.188,0.064,2.24,1.0239999999999998,0.4660968242904484,0.0004035364466781,18,0.3910891908998688,0.6446023547880689,0.6067138725058651,0.7676703296703296,0.7011605345256942,1,18.0,3.0,0.2877118159821009,1.2508029123810769,1.5453226687547572,0.9811030221712194,0.6067048695257927,0.0899351710748801,0.0032621587987959,1.2636901043275754,4
PT0002000084414998AX,1.000804699846545,0.8771641366744238,10.12,0.916,0.312,3.14,0.668,0.4660968242904484,0.0185626765471954,15,0.7099848015103343,1.2045032967032965,0.5894419745081229,0.7442351648351649,1.0234973832947556,1,15.0,10.0,0.0263846379831971,0.8764588503720265,1.2389736000756215,0.541657529466932,0.5936756326475134,0.1295053020252856,0.0025280960239541,1.2514774730403897,4
PT0002000085555547GN,1.4428695186019085,1.3530566139214173,8.892,1.372,0.04,4.105199999999982,2.06,0.4297296305807256,0.0004157648238502,21,2.2328629336191885,0.7638853615520284,2.923034065062533,2.761952674897119,2.663234407820364,0,21.0,9.5,0.156175970076796,0.9377539662993803,1.0111988737918092,0.8759495727615034,0.8683390763807997,0.2338489889619268,0.0029644592706498,1.022473348373976,4
PT0002000085641795MX,0.0857523476741646,0.0824754046921192,1.388,0.068,0.0,0.288,0.0239999999999999,0.6080438265037846,0.0238820206170439,16,0.0592297132379653,0.1045759195893926,0.5663800373023271,0.1220359281437125,0.0909154723931039,1,16.0,0.0,0.0099673906886264,0.9617859677207096,1.437711811648391,0.9629117844770332,0.5400222308114917,0.0149577640346721,0.00464195586206,1.4144488832419335,4
PT0002000089069203YG,3.2306345140850445,2.446624322719657,152.8,3.056,0.38,7.116,4.168,0.3592819496924563,0.0005502769727429,11,2.150344808921016,3.990828558346416,0.5388216450500702,2.663550366300367,2.724178012290965,1,11.0,11.0,0.5706393825387864,0.7573200595897711,0.9643916626688308,0.8357843227554677,0.590179340925418,0.2217347221336588,0.0011173694037855,0.9375565507910556,1
PT0002000100113293JT,42.29064747321559,14.713097819990908,74.0,46.0,8.0,58.0,10.0,0.0001589689032368,0.0008559864020445,9,39.05910541308612,43.99775737759893,0.8877521887734376,7.516459606696785,37.51342857686475,1,9.0,11.0,1.4520350263477428,0.3479042932437797,0.3295485258134578,0.9807030179997912,0.9169875100385808,-1.3231631056301107,-0.0003264043590935,0.4138451144447069,3
PT0002000100742616GC,3.3444501042119974,4.1875946226721945,22.176,1.072,0.236,12.34,5.324,0.4660968242904484,0.0133656162490675,0,4.669128424623026,3.1459507064364205,1.484170878796759,5.163184434360554,3.917707200794489,1,0.0,19.0,2.0424598945572563,1.25210258553367,1.404623171812598,0.945900643861592,0.8279114854159536,0.6407711056762034,0.003743118286214,1.3486217729621088,0
PT0002000101964938LF,5.218820709777302,4.482709111927792,29.0,3.0,1.0,14.0,7.0,0.1785465350893283,0.0007214742531518,15,2.42550810616708,7.269668367346939,0.3336476966489555,6.499642857142858,4.3466889847525625,1,15.0,5.0,4.25359225343628,0.8589505869649006,0.7072517472391542,0.9642468504770084,0.6046461717503934,0.418933410970696,0.0010193128792699,0.5851724417270061,1
PT0002000102936404ME,5.105946186064221,2.617237649145536,22.0,5.0,0.0,10.0,2.0,0.0365261626129596,0.062181297919953,21,4.146954265205427,5.454541499912997,0.7602754998328592,7.828258221680877,2.663234407820364,0,21.0,9.5,0.1541718387958531,0.5125862188459455,0.2940940013448531,0.9153251002771056,0.8136978725466081,0.200393102953044,0.0004248977853925,0.3891964827343236,8
PT0002000103647515BL,0.6170404498089835,1.165898018360838,5.0,0.0,0.0,3.0,0.0,0.0365383909901317,0.7319539723883244,20,0.2669373881163117,0.370214894727684,0.7210336264635183,2.6775274056029232,2.663234407820364,0,20.0,9.5,0.0108808307552211,1.8895001433403007,0.3585390682383698,0.9290414252556908,0.9680163921161288,-0.0270937794042714,-0.0004753783493467,0.4452307579437066,2
PT0002000105483259QH,0.2371182564240549,0.4272009717706372,3.0,0.0,0.0,1.0,0.0,0.0001711972804089,0.7635154138694253,18,0.1915613612263072,0.2333794433266264,0.8208150576407338,0.2561619718309859,0.1881634215843749,1,18.0,7.0,0.0310082809492413,1.8016367791041965,0.300723681002868,-0.2231172315379141,0.0902981493504399,0.0134339177493806,0.00059105773515,0.3463273780681312,7
PT0002000106237165CF,0.0860838715587925,0.0485172520894529,0.98,0.08,0.044,0.168,0.024,0.4660845959132763,0.0008804431563887,18,0.0725279451891028,0.0957764521193092,0.7572628092211474,0.0757208791208791,2.663234407820364,0,18.0,9.5,0.0135803925732572,0.5636044384495095,0.9941905102216806,0.90656756227575,0.466686121648499,0.015564296547451,0.0035322636483152,1.042262827588875,4
PT0002000107046231FW,3.117600395999391,4.028037129532916,27.0,1.0,0.0,12.0,3.0,0.0365506193673037,0.2076745295131883,10,1.0652462169932524,4.52312075865669,0.2355113369357879,5.88489646772229,3.4834215698426925,1,10.0,21.0,3.0709522371452533,1.2920312477191844,0.7845987137749227,0.9593348612944634,0.6518984363541095,-0.0105261902164627,-3.655440512903657e-05,0.57638583139912,1
PT0002000107172384HT,5.5355279520862215,3.5018341819800853,34.0,5.0,2.0,12.0,4.0,0.14451496141947,0.000562505349915,21,4.03885987885125,5.816480501665686,0.694382088566209,4.95233196159122,2.663234407820364,0,21.0,9.5,0.5663920106452566,0.6326106944614595,0.5436718808511624,0.9011253403193556,0.5573382140079369,0.020284140218862,4.4678953691807406e-05,0.5646691887084684,8
PT0002000107332489XW,0.1107636114516478,0.0182337356647435,0.368,0.112,0.108,0.116,0.0,0.3217163750198711,0.0111889651124399,22,0.1108811357373299,0.1102411023232822,1.0058057602886694,0.0039861591695501,0.1115166713727925,1,22.0,0.0,0.0016515553610341,0.1646184647265967,0.7052015223686239,0.9406323230897606,0.2367461457433609,0.0164754773137508,0.0022874279438171,0.7755139408045716,4
PT0002000108315818YN,0.0371376685432525,0.1515138619278834,1.196,0.0,0.0,0.076,0.02,0.0377612287073382,0.5106814874597992,21,0.0239072623192761,0.0331045296167247,0.7221749590182346,0.0785256097560975,0.0722120263349965,1,21.0,0.0,0.0041246883314026,4.079789277870854,2.41530324962427,0.9784157667476464,0.956520711517568,0.0074290148865054,0.0021684609103122,2.3571355848749698,4
PT0002000109837807PE,3.495513219185906,3.0173906453659742,13.0,2.0,0.0,9.0,5.0,0.0365628477444758,0.0539393717059809,20,1.6141504015582948,4.187445623803724,0.3854737581265734,4.912302070645555,2.6561701478943736,1,20.0,21.0,1.30427615621627,0.8632182046414102,0.5106132657613394,0.9334944612854016,0.6345983411390169,0.1126511920677485,0.000348914734637,0.4502311595723079,2
PT0002000109942242HZ,0.0648646878292336,0.1633879234691201,0.496,0.0,0.0,0.488,0.0,0.4660845959132763,0.4573535346124215,22,0.0234359802606727,0.0526792778649921,0.4448804389599859,0.3130945054945055,0.0650036799862557,1,22.0,0.0,0.0027333278245192,2.518904028325307,1.129851017269225,0.93403253764884,0.987776484390656,0.0080395320242713,0.0024214072757824,1.2110038561648084,4
PT0002000110090564GD,3.686091058537632,4.054546260482288,19.0,2.0,1.0,13.0,4.0,0.1445638749281582,0.0006481039901194,19,1.3731877919258075,4.377523025671174,0.3136905925732433,7.584019204389575,2.663234407820364,1,19.0,2.0,2.338321555769429,1.099958247393604,0.5974899095561691,0.9431054352675156,0.5175382551726725,0.1879905497211741,0.0006218708910909,0.5705667520346995,2
PT0002000110607652SB,5.443731578790676,5.735292860309408,35.0,2.0,1.0,17.0,8.0,0.1785220783349841,0.0013940349976154,15,1.8490444231860432,8.001428571428571,0.2310892869541564,8.203214285714285,4.959541917377258,1,15.0,20.0,5.015733234895079,1.0535590848481002,0.774656550398131,0.9633338873935168,0.5945959625107848,0.4233163089775754,0.0009873934890657,0.6059308218725615,1
PT0002000112026362NN,0.0081643238477739,0.0150347611204965,0.068,0.004,0.0,0.036,0.004,0.0013328931117551,0.8200961150445725,22,0.0052839091078639,0.006892227631358,0.7666475036058565,0.0189494712103407,0.0152346008670281,1,22.0,0.0,0.0010538622876288,1.841519444944106,0.9902361768326592,0.966038336818838,0.904306324338649,-0.0023938894064326,-0.0030625343655131,1.0062636155013174,2
PT0002000112171317NK,0.2418650977202836,0.2940829350234322,1.08,0.0,0.0,0.84,0.516,0.0377000868214779,0.4817736038250363,0,0.4748094762116311,0.0709884146341463,6.688548809811589,0.512654762295939,0.1881344365631388,1,23.0,1.0,0.0013547318399291,1.2158965381749225,0.5533214779683702,0.976567865313168,0.9951178129801652,-0.0357342133248436,-0.0016014686217889,0.6327540496180358,9
PT0002000112989585PH,14.161284412074572,7.882464580835375,89.0,15.0,5.0,28.0,13.0,0.4660845959132763,0.0007214742531518,14,10.208355951280522,16.943602825745685,0.6024902764935565,9.21978021978022,6.504849137931034,1,14.0,0.0,5.631375658920601,0.5566207380253176,1.1057196458055705,0.9645722776741764,0.7545921460597159,2.273752560913499,0.0031367937352771,1.1415900278707154,4
PT0002000115031201VQ,6.151772173572722,9.524575651844058,57.0,2.0,0.0,31.0,6.0,0.0001589689032368,0.0566051579294911,12,1.9623611875097509,9.018381120053656,0.217595726038475,12.171361502347418,7.29582133293194,1,12.0,19.0,6.373217720503125,1.5482653425886768,0.9833965311852336,0.9881722984743524,0.7078785581726125,0.2059858429882815,0.000349320466505,0.740247800597271,1
PT0002000115673389QK,13.678521113353389,11.587557335951487,67.0,11.0,3.0,38.0,16.0,0.0365383909901317,0.000574733727087,10,13.969387408531423,14.241256307638768,0.980909767141715,12.793239951278927,11.974562247110557,1,10.0,17.0,7.964195422568935,0.8471352450989283,0.6568262907748705,0.9766941206873944,0.7905922316469421,0.5608918245312589,0.0004439391104762,0.6211001529072214,1
PT0002000115673471CB,11.708779144296791,15.020249754719122,111.0,4.0,2.0,42.0,14.0,0.0365383909901317,0.0004891350868826,1,17.172782472548747,10.742017574386637,1.5986552203652773,23.68825084353567,11.874376448917705,1,1.0,19.0,6.908887126529623,1.282819461330032,0.6868939647634733,0.9543859929927738,0.8949667560440941,0.0370805058281967,3.42860519157266e-05,0.6535262023490497,1
PT0002000115700602GW,8.580165509538375,8.336430902973875,42.0,4.0,2.0,27.0,8.0,0.0365628477444758,0.0005869621042591,9,3.738230180384939,11.924112580476768,0.3135017516108919,13.391620874153263,6.446273451120074,1,9.0,20.0,6.681407295339372,0.9715932511682268,0.5480999588462583,0.9688402245566352,0.6883110724248634,0.1388805513882015,0.0001752428202642,0.4305443197224421,1
PT0002000117822355RM,2.6125283675759867,1.7487080809147526,10.228,1.612,0.576,5.388,3.0520000000000005,0.4661212810447925,0.0004646783325384,21,1.4603816543558898,2.993664992150706,0.487824007758037,2.7048351648351647,1.8589256538283017,1,21.0,11.0,1.234631267302384,0.6693546767253966,0.981540247793842,0.9469847995701872,0.4166028891335396,0.43958525237099,0.0032874362984079,1.0452350293596655,4
PT0002000119303492KB,5.610005457753183,5.645738503152479,39.0,3.0,1.0,17.0,6.0,0.0365628477444758,0.0103574354647394,12,3.847764232308493,7.226183226030973,0.5324753209201286,8.413520097442143,5.485566716265384,1,12.0,22.0,4.717991390174185,1.006369520612482,0.6738185464465447,0.9601080971981056,0.6427011360129244,0.0729510342859726,0.0001407870266686,0.5309582393097974,1
PT0002000120237616VJ,6.08421413557149,5.065369625580583,25.0,4.0,2.0,17.0,5.0,0.1797326876750186,0.0007337026303239,12,2.6909658612132032,8.335683629675044,0.3228248552564257,9.412374821173106,2.663234407820364,0,12.0,9.5,4.34511144309053,0.8325429566927617,0.6461685938559929,0.9581939426787422,0.6737673634931125,0.3402615257203476,0.0007111657060235,0.5887934975104779,8
PT0002000120320157HF,0.0727496378008794,0.0075817477174967,0.368,0.072,0.064,0.084,0.0079999999999999,0.0377979138388544,0.0034606307396945,18,0.0713564755142227,0.0736681184668989,0.9686208498223712,0.0040634146341463,2.663234407820364,0,18.0,9.5,0.0004462667563162,0.1042169823339672,0.2109922835927783,0.8664887114342005,0.3703665426178988,-0.0006851352382354,-0.0001020932506928,0.3454760527311544,8
PT0002000123648159KR,6.0234230232262975,6.390885503418816,36.0,3.0,0.0,19.0,9.0,0.0365261626129596,0.1353803636719371,12,5.925043262591826,6.819166521663477,0.8688808586458251,7.449756394640682,6.762748455005151,1,12.0,1.0,4.748163228484944,1.0610055908036982,0.7691902133175643,0.9649935844434536,0.712599796440066,0.0137051045728177,2.463297804213055e-05,0.6820680570712273,1
PT0002000123801456QA,0.1439409820007346,0.2994944757625698,2.036,0.08,0.032,1.252,0.044,0.001308436357411,0.0011127823226579,20,0.0654415957833518,0.1963361591405069,0.3333140266664732,0.1651304347826087,0.1338460283389022,1,20.0,2.0,0.0035998964022343,2.080675507417625,1.422138609250447,0.9689448430884412,0.954805498956265,0.0246360383970843,0.0017876104576615,1.396694661454132,4
PT0002000125379984SH,4.752058377883873,4.824339883151796,63.0,2.0,1.0,14.0,7.0,0.144527189796642,0.0269880284187485,19,1.470316291077458,5.922423084460121,0.2482626232724624,7.451989026063101,3.90912001552741,1,19.0,0.0,2.086540602872112,1.0152105676151455,0.6352877476927595,0.9362503816946944,0.5575275451833382,0.183237587847149,0.000470158665382,0.5945128691485032,2
PT0002000131605602FL,1.325024946543122,1.587763913821686,4.684,0.0,0.0,3.42,3.196,0.6397153233794343,0.2082125781087591,22,2.7347188193572367,0.3121209865053513,8.761726822590155,2.828778501628664,1.5298719117212471,1,22.0,0.0,0.0116402851880463,1.198289826892715,1.5090120667142952,0.9735013818623692,0.9541747061078664,0.1230018044963804,0.0026875681970872,1.5342499055582834,6
PT0002000133505542CK,0.1132784424171922,0.0138143573916573,0.236,0.116,0.108,0.12,0.004,0.0013695782432713,0.0007948445161842,4,0.1163279014658867,0.1116248950814168,1.0421322356544176,0.0063478260869565,0.0973834983244077,1,4.0,1.0,0.0008149064794233,0.1219504532096283,0.1234785898132922,0.970249526672285,0.821758061061556,0.0009707193635551,8.950751269959823e-05,0.2860330216793837,1
PT0002000133685986TF,0.0797546183961772,0.0988889242493475,8.0,0.0,0.0,0.192,0.192,0.1785343067121562,0.4729202587524609,0,0.1416880597205933,0.0356310204081632,3.976536683415664,0.144289066427289,0.1078225173349084,1,0.0,0.0,0.0005856825124795,1.2399147063574625,0.8056543553845351,0.8800182903664071,0.9019332665655924,0.0168168648274247,0.0026774268727323,0.880062804591878,9
PT0002000201936109ME,0.2596287843596631,1.2815218572707996,30.0,0.0,0.0,2.0,0.0,0.3945363610795211,0.5508517064700343,12,0.1443139469869791,0.3123615725359911,0.4620092856343618,0.3682170542635659,1.2034569228605176,1,12.0,23.0,0.2795426804507988,4.935977574410665,4.794342805839585,0.9659711702556248,0.5599763226071572,0.0322767423444052,0.0021417394958986,2.0736342601977737,0
PT0002000078441876HB,218.2124810448564,103.0808095800531,574.0,196.0,85.0,398.0,173.0,0.5000305709429301,0.0003179378064737,12,117.38267863607894,279.32243460764585,0.4202407830254027,216.92605633802816,2.663234407820364,0,12.0,9.5,65.26406944413296,0.4723873221480099,1.0456859991311196,0.974878692114795,0.8085084637258186,-37.08331496870446,-0.0035454663637661,1.0964174905188884,outlier
PT0002000114685657JR,46.47075346284146,25.59444276215013,178.0,35.0,24.0,102.0,27.0,0.4296929454492094,0.0004402215781943,11,31.58072019847348,56.868643445032326,0.5553274754830144,39.89348025711661,34.035211290164035,1,11.0,1.0,23.36541545521648,0.5507645315588813,0.9793484386179824,0.975896406419518,0.6951995431990123,8.030924713812443,0.0031607849852475,0.9909553568853294,outlier
