device,count,mean,std,min,25%,50%,75%,max
I19JC029855,4830.0,248.63850931677018,477.38201829676973,0.0,15.0,57.5,344.0,9457.0
I19JC029856,4713.0,391.86632718014005,1059.7614055987863,-2022.0,0.0,1.0,5.0,25518.0
I19JC029867,5521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I19JC029868,5713.0,51.060738666199896,144.14156445274782,-294.0,0.0,0.0,0.0,3901.0
I19JC029874,6779.0,36.7732703938634,186.25366555061657,-7168.0,0.0,0.0,57.0,7207.0
I19JC029877,6352.0,49.55998110831234,78.67533739820716,0.0,2.0,8.0,70.0,1635.0
I19JC029878,5747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I19JC029884,4000.0,42.008,239.30976207952037,0.0,0.0,0.0,0.0,6673.0
I19JC029885,6109.0,38.93206744147978,168.88320559765108,0.0,0.0,0.0,0.0,2472.0
I19JC065474,5176.0,151.49478361669242,438.38559513411616,0.0,35.0,56.0,65.0,7290.0
I19JC065475,5749.0,0.9097234301617673,20.67355773188813,0.0,0.0,0.0,0.0,480.0
I19JC065506,6391.0,79.69034579877953,167.88094848124769,0.0,0.0,0.0,74.5,1828.0
I19JC065518,6338.0,1.4887977279899023,39.758914677059856,0.0,0.0,0.0,0.0,1686.0
I19JC065519,6351.0,67.7816091954023,228.9524305342746,0.0,0.0,0.0,0.0,1041.0
I19JC065533,5190.0,5.895953757225434,110.09637136469026,0.0,0.0,0.0,0.0,2257.0
I19JC065537,6740.0,58.785014836795256,134.19983719470858,0.0,2.0,6.0,33.0,1951.0
I19JC065564I,5050.0,93.11643564356436,113.01167483235463,0.0,34.0,65.0,109.0,1576.0
I19JE047347N,6587.0,6.103385456201609,116.38889606928659,0.0,0.0,0.0,0.0,4600.0
I19JE047349,5708.0,22.29905395935529,285.15885984600857,0.0,0.0,0.0,0.0,9262.0
I19JE055638,4973.0,107.15765131711241,522.9642460581242,0.0,0.0,0.0,0.0,12752.0
I19MF924543A,6692.0,189.09294680215183,386.41351928894454,0.0,0.0,0.0,280.0,5540.0
I19MF927865,6184.0,949.1526520051747,3063.217174767799,0.0,0.0,0.0,0.0,98520.0
I19MF927868E,4792.0,0.02921535893155259,1.4871543367242188,0.0,0.0,0.0,0.0,90.0
I20JE060955,5944.0,16.436238223418574,104.6611495406384,-91.0,0.0,0.0,0.0,2543.0
I20JE060957,6298.0,122.88027945379486,152.31728549266887,0.0,39.0,100.0,172.0,6487.0
I20JE060958,5523.0,-0.0001810610175629187,0.013455891555854586,-1.0,0.0,0.0,0.0,0.0
I20JE060959,5012.0,175.201316839585,320.31086846819966,0.0,9.0,69.0,226.0,5376.0
I20JE067855T,5711.0,6.7825249518473125,424.82856991633827,0.0,0.0,0.0,0.0,32005.0
I20JE067857,6349.0,80.5350448889589,77.18914674357997,0.0,17.0,63.0,122.0,1561.0
I20JE067858,6367.0,267.9082770535574,211.5742730536732,0.0,97.0,253.0,387.0,3394.0
I20JE067859,6424.0,233.04218555417185,153.24874310793666,3.0,97.0,222.0,331.0,2121.0
I20MF944347P,6320.0,328.47151898734177,429.76663048912695,0.0,20.0,120.0,620.0,3310.0
I20MF944348Q,6273.0,-3.312609596684202,4.76762259623907,-30.0,-10.0,0.0,0.0,10.0
I20MF945856,5319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I20MF945857,5989.0,68.14493237602271,156.10098248649632,0.0,0.0,0.0,70.0,2770.0
I21JC023968M,6061.0,0.01616894901831381,0.442841008614,0.0,0.0,0.0,0.0,14.0
I21JC029084J,6597.0,5.219493709261785,77.58149745062393,0.0,0.0,0.0,0.0,1492.0
I21JC029093K,6268.0,1.6936821952776004,18.49004005591488,0.0,0.0,0.0,1.0,949.0
I21JC029094L,5245.0,0.19294566253574832,12.120003975857925,0.0,0.0,0.0,0.0,870.0
I21JC029107Z,6147.0,8.873108833577355,248.7660196762014,0.0,0.0,0.0,0.0,10693.0
I21JC029118C,6213.0,48.05697730564945,57.75412199609,0.0,24.0,41.0,61.0,2098.0
I21JC029120W,6048.0,24.56084656084656,51.85160544934124,0.0,0.0,1.0,27.0,638.0
I21JC029122Y,6259.0,100.68109921712734,185.65033244528965,0.0,0.0,10.0,141.0,2914.0
I21JC029129F,6248.0,150.11267605633802,118.99862499663402,0.0,71.0,129.0,205.0,2236.0
I21JC029134C,6300.0,268.52507936507936,418.64315772845595,0.0,11.0,60.0,376.0,4428.0
I21JC029136E,6159.0,36.524435785030036,295.4336198213667,0.0,0.0,0.0,0.0,4892.0
I21JC029147H,5265.0,1.9331433998100664,70.07550810616192,0.0,0.0,0.0,0.0,2564.0
I21JC029148I,6109.0,164.45801276804715,258.10538112737623,0.0,10.0,34.0,205.0,1910.0
I21JC029153F,5930.0,99.01332209106239,207.92273982371293,0.0,80.0,83.0,86.0,3280.0
I21JC029154G,6480.0,4.353858024691358,21.98548540949371,0.0,0.0,0.0,0.0,988.0
I21JC029164I,6521.0,1.6229105965342738,77.96155822527939,0.0,0.0,0.0,0.0,4385.0
I21JC029165J,5482.0,98.22345859175483,388.51694151108575,0.0,0.0,0.0,0.0,5074.0
I21JC029166K,6242.0,107.03876962512015,441.2312616039259,0.0,7.0,9.0,10.0,2339.0
I21JC029167L,6204.0,25.46067053513862,167.581475009443,0.0,0.0,8.0,11.0,1605.0
I21JC029323F,5990.0,334.649081803005,252.960367380633,-144.0,161.0,304.0,443.0,3338.0
I21JC029325H,5852.0,86.5692071086808,78.68067272410718,2.0,34.0,67.0,115.0,1139.0
I21JC029328K,5411.0,122.35150619109221,368.23285634839294,-4.0,9.0,10.0,14.0,4659.0
I21JC029331F,988.0,523.9919028340081,2276.239785307791,0.0,25.0,82.0,183.25,43642.0
I21JC029332G,3959.0,131.93205354887598,241.18937682510105,0.0,27.0,65.0,137.0,4272.0
I21JC029333H,4718.0,119.41521831284443,164.37011653695475,0.0,30.0,78.0,145.0,2466.0
I21JC029335J,4127.0,67.09861885146596,113.9787600674643,0.0,10.0,34.0,77.0,1390.0
I21JC029336K,4966.0,117.34776480064438,161.83849346744594,0.0,27.0,82.0,150.0,2053.0
I21JC029357P,4033.0,5.383337465906274,121.37788355029198,0.0,0.0,0.0,0.0,3545.0
I21JC029360K,6105.0,2.1262899262899264,41.164419605120315,0.0,0.0,0.0,0.0,818.0
I21JC029361L,5793.0,55.646469877438285,56.32107230408106,0.0,18.0,40.0,74.0,1122.0
I21JC029405G,6476.0,8.465410747374923,88.09083698180865,0.0,0.0,0.0,0.0,1601.0
I21JC029411E,3855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029424J,3440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029429O,6588.0,12.761536126290224,15.81831131037917,0.0,0.0,0.0,31.0,168.0
I21JC029445O,3324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029459U,4710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029465S,6589.0,655.7081499468811,405.3327011600254,0.0,380.0,646.0,852.0,11244.0
I21JC029474T,6265.0,6.359776536312849,127.1351634547571,0.0,0.0,0.0,0.0,3089.0
I21JC029494X,6150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029495Y,5972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029541N,3617.0,0.00552944429084877,0.3325490727952423,0.0,0.0,0.0,0.0,20.0
I21JC029553R,5885.0,85.56924384027188,142.34441757347898,0.0,27.0,48.0,72.0,2338.0
I21JC029555T,6182.0,22.97719184729861,161.96382067580194,0.0,0.0,0.0,0.0,1676.0
I21JC029567X,5662.0,23.80430943129636,149.7711008465878,0.0,0.0,0.0,22.0,5247.0
I21JC029576Y,6666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029598E,3117.0,0.09143407122232916,5.104773285696811,0.0,0.0,0.0,0.0,285.0
I21JC029599F,6112.0,0.30268324607329844,23.663558591970098,0.0,0.0,0.0,0.0,1850.0
I21JC029600H,5985.0,4.493065998329156,83.29554241817378,0.0,0.0,0.0,0.0,2174.0
I21JC029603K,5819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029611K,5768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029632P,6236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029635S,6458.0,1.6633632703623413,14.52039601850679,-1133.0,0.0,0.0,4.0,146.0
I21JC029733T,6286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029735V,6660.0,38.19564564564565,305.5391916568849,0.0,0.0,0.0,0.0,4271.0
I21JC029745X,6366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21JC029765B,6737.0,65.48226213448122,53.14519579839446,0.0,70.0,77.0,80.0,1945.0
I21JC037657V,6031.0,47.58829381528768,55.38908168949185,0.0,9.0,31.0,68.0,698.0
I21JC037658W,6417.0,38.405797101449274,41.385796849308306,0.0,12.0,26.0,54.0,403.0
I21JC037659X,6353.0,18.176294663938297,27.674664430101064,-1.0,0.0,9.0,25.0,517.0
I21JC037660Q,6282.0,45.33046800382044,57.441505031695776,0.0,6.0,23.0,68.0,639.0
I21JC037663T,6813.0,384.9933949801849,229.09875209696386,48.0,175.0,386.0,541.0,4267.0
I21JC037673V,2024.0,0.0004940711462450593,0.02222771122371935,0.0,0.0,0.0,0.0,1.0
I21JC043488L,6453.0,66.05346350534636,82.11167655329822,0.0,7.0,41.0,94.0,1093.0
I21JC043489M,6368.0,44.584013819095475,55.839950352595814,0.0,9.0,25.0,66.0,683.0
I21JC043490F,6607.0,62.916149538368394,65.46041731277751,0.0,18.0,43.0,87.0,882.0
I21JC043496L,6715.0,202.50141474311243,801.7780375873526,-2.0,2.0,4.0,71.0,10588.0
I21JE003864,5974.0,6.918145296283897,76.76367068667832,0.0,0.0,0.0,0.0,1650.0
I21JE003865,5714.0,2.6142807140357016,38.510072823300355,-122.0,0.0,0.0,0.0,1153.0
I21JE030622,6491.0,449.0465259590202,350.4835119287682,0.0,162.0,435.0,638.0,8012.0
I21JE043613M,6215.0,50.54963797264682,1414.5813216238487,-16538.0,0.0,0.0,0.0,50141.0
I21JE043615O,6046.0,42.14538537876282,362.0576046015812,0.0,0.0,0.0,0.0,7022.0
I21JE043617Q,6701.0,1.081480376063274,7.619647734587497,0.0,0.0,0.0,0.0,123.0
I21JE074440C,6279.0,64.14954610606785,485.7883187461076,0.0,0.0,0.0,0.0,5832.0
I21JE074442E,6161.0,1.2687875344911541,52.6232919762347,0.0,0.0,0.0,0.0,3088.0
I21JE074443F,5667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA091899,6772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA148189,5611.0,2.918909285332383,11.66719202070143,0.0,0.0,0.0,2.0,279.0
I21LA152238,6550.0,1.4551145038167939,17.835466885232336,0.0,0.0,0.0,0.0,593.0
I21LA152381,6513.0,74.16367265469061,69.45999317496225,-1.0,31.0,39.0,112.0,670.0
I21LA162615,6708.0,9.627459749552774,119.25357663095271,0.0,0.0,0.0,1.0,3047.0
I21LA170677,6626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA173715,5725.0,0.2206113537117904,2.1183686293799178,0.0,0.0,0.0,0.0,96.0
I21LA173758,6217.0,0.6848962522116776,2.9674801069290653,0.0,0.0,0.0,0.0,38.0
I21LA173760,6629.0,0.036807965002262785,0.4948465342072585,0.0,0.0,0.0,0.0,14.0
I21LA173770,6031.0,0.26794893052561763,2.2809687261621505,0.0,0.0,0.0,0.0,61.0
I21LA173780,5961.0,0.16557624559637646,1.5836611353263097,0.0,0.0,0.0,0.0,39.0
I21LA173785,6259.0,0.5606326889279437,9.335819019329442,0.0,0.0,0.0,0.0,652.0
I21LA173790,6455.0,0.09016266460108444,1.1326304652759052,0.0,0.0,0.0,0.0,40.0
I21LA173814,6468.0,0.1745516388373531,7.771655461144336,0.0,0.0,0.0,0.0,620.0
I21LA173852,5681.0,0.07146629114592501,1.0670302909783178,0.0,0.0,0.0,0.0,29.0
I21LA173859,5887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA173876,5951.0,0.009914300117627289,0.24815793842268066,0.0,0.0,0.0,0.0,9.0
I21LA173877,5361.0,0.024995336690915873,0.4783855438064842,0.0,0.0,0.0,0.0,15.0
I21LA173999,5903.0,2.141284092834152,12.031164836542454,0.0,0.0,0.0,0.0,285.0
I21LA174020,6459.0,0.15760953708004335,2.256251543340764,0.0,0.0,0.0,0.0,109.0
I21LA180227,6710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA182611,6450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA183439,6637.0,6.218020189844809,12.066119859371257,0.0,0.0,2.0,8.0,356.0
I21LA184421,6505.0,4.715449654112222,15.519292725373884,0.0,0.0,0.0,1.0,192.0
I21LA184424,6140.0,0.098371335504886,0.9097205162660859,0.0,0.0,0.0,0.0,17.0
I21LA184504,6016.0,4.960771276595745,37.8278437037063,0.0,0.0,0.0,0.0,313.0
I21LA184517,5968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA185911,5619.0,0.033813845880049834,0.755845308594169,0.0,0.0,0.0,0.0,36.0
I21LA186120,6295.0,120.5409054805401,100.0906287897853,0.0,78.0,109.0,125.0,1776.0
I21LA186299,5213.0,0.13389602915787455,5.4564581591966475,0.0,0.0,0.0,0.0,293.0
I21LA186317,6252.0,1.5838131797824697,13.636756920936726,0.0,0.0,0.0,0.0,427.0
I21LA190301,5775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I21LA327835,5840.0,2.798458904109589,9.85235921187186,0.0,0.0,0.0,0.0,248.0
I21LA327880,530.0,1.8396226415094339,7.356872219594481,0.0,0.0,0.0,0.0,80.0
I21LA327882,43.0,13.348837209302326,35.757705610406376,0.0,0.0,0.0,0.0,139.0
I21LA327883,5540.0,0.7805054151624549,2.5519726619585015,0.0,0.0,0.0,0.0,47.0
I21LA327884,6225.0,0.2242570281124498,1.1087216454725246,0.0,0.0,0.0,0.0,47.0
I21LA389336,6430.0,4.309020217729393,40.036654882075574,0.0,0.0,0.0,0.0,724.0
I21MF951608T,6023.0,11.016104931097459,164.5051259765812,0.0,0.0,0.0,0.0,3280.0
I22JC014326S,5637.0,11.334929927266277,90.6885005150805,0.0,0.0,0.0,0.0,2770.0
I22JC014372Y,2374.0,155.5219039595619,665.5926301020013,0.0,14.0,44.0,101.0,12603.0
I22JC014373Z,1439.0,176.08478109798472,687.1379596274621,0.0,7.0,26.0,79.5,18869.0
I22JC014382A,6121.0,26.335402711975167,164.4161001541736,0.0,0.0,0.0,0.0,2572.0
I22JC094262H,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I22JC094273K,4335.0,194.1107266435986,898.696224399381,0.0,27.0,115.0,210.0,44367.0
I22JC094275M,6582.0,89.95715587967183,318.2529410641273,0.0,0.0,0.0,0.0,6966.0
I22JC094276N,3960.0,85.21439393939394,172.6879887099693,0.0,18.0,46.0,95.0,5527.0
I22JC094277O,6568.0,1313.8465286236296,712.2239337637604,0.0,934.0,1337.0,1747.25,10911.0
I22JC094278P,4952.0,95.45557350565429,169.46646481133558,0.0,16.0,66.0,136.0,7029.0
I22JC094280J,2906.0,121.6166551961459,369.5069622684392,0.0,12.0,38.0,91.75,11287.0
I22JC094282L,3563.0,126.97445972495089,303.94319940736295,0.0,21.0,61.0,121.5,8103.0
I22JC094284N,6528.0,4.094975490196078,28.80123478873105,0.0,0.0,0.0,0.0,402.0
I22JC094285O,3004.0,124.95872170439414,319.0764054913637,-19.0,14.0,47.0,108.0,6598.0
I22JC094286P,3898.0,143.44176500769626,2167.7930542408917,-31058.0,14.0,61.0,136.0,97406.0
I22JC094287Q,6067.0,135.63820669194,167.87708972385857,11.0,66.0,82.0,134.0,3515.0
I22LA224628,5933.0,29.100117984156412,56.30591553643415,0.0,0.0,0.0,48.0,882.0
I22LA303411,6643.0,1.299412915851272,12.356758118535613,0.0,0.0,0.0,0.0,828.0
I22LA303427,6508.0,2.869237861094038,8.599749831242153,0.0,0.0,0.0,0.0,148.0
I22LA303495,5742.0,6.179205851619645,33.33175441148396,0.0,0.0,1.0,2.0,1024.0
I22LA303555,6231.0,1.0264805007221955,7.253654978597773,0.0,0.0,0.0,0.0,245.0
I22LA303573,6628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I22LA304258,6130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I22LA306555,5191.0,0.18628395299556924,13.421497030760595,0.0,0.0,0.0,0.0,967.0
I23JC012768P,4367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I23JC012769Q,4178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I23JC095866,6624.0,112.7487922705314,101.37123275013738,0.0,46.0,94.0,154.0,2354.0
I23JC095867,6740.0,108.45830860534124,100.64774136375874,0.0,30.0,83.0,158.0,853.0
I23JC095869,6135.0,209.28508557457212,159.84183084452286,12.0,94.5,200.0,289.0,3223.0
I23JC095870,6172.0,276.51134154244977,217.25476853789365,11.0,125.0,246.0,360.0,3030.0
I23JC095961O,6105.0,134.76920556920558,275.2867365521532,0.0,31.0,68.0,144.0,7082.0
I23JC096059X,6192.0,187.24644702842377,143.87501413865868,0.0,76.0,166.5,267.0,1457.0
I23JC096060Q,6132.0,88.22015655577299,87.60526188389319,0.0,23.0,67.0,129.0,1869.0
I23JC096061R,6086.0,49.59431482090043,60.27765851107782,0.0,9.0,29.0,69.0,834.0
I23JC096062S,6119.0,55.95865337473443,65.71855767613152,0.0,9.0,34.0,81.0,905.0
I23JC096063T,6027.0,222.47469719595156,168.60592810728141,0.0,113.0,195.0,285.0,3197.0
I23JE044621,6719.0,49.460634022920075,68.11431049412718,-3.0,6.0,20.0,72.0,699.0
I23LA005760,6712.0,4.441746126340882,41.6741430742593,0.0,0.0,0.0,0.0,1136.0
I23LA005956,4813.0,0.07791398296280906,0.6485135917755079,0.0,0.0,0.0,0.0,14.0
I23LA005976,1861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I23LA005984,3415.0,1.610541727672035,11.181099895511387,0.0,0.0,0.0,0.0,410.0
I23LA005997,3834.0,0.383150756390193,3.148144594090631,0.0,0.0,0.0,0.0,94.0
I23LA006021,5396.0,0.11767976278724981,1.0470199867997398,0.0,0.0,0.0,0.0,52.0
I23LA007145,5474.0,0.14340518816222142,0.9031713141334861,0.0,0.0,0.0,0.0,14.0
I23LA007187,2588.0,0.8153013910355487,3.5919483287824208,0.0,0.0,0.0,0.0,71.0
I23LA007231,5619.0,1.0498309307705997,4.281481881552459,0.0,0.0,0.0,0.0,63.0
I23LA009785,6188.0,112.1565934065934,169.2384139030548,1.0,19.0,24.5,125.0,2471.0
I23LA009886,4555.0,38.14994511525796,63.826886583314206,0.0,4.0,43.0,44.0,2785.0
I23LA009888,4396.0,0.06847133757961783,0.5977565428353846,0.0,0.0,0.0,0.0,10.0
I23LA211678,6472.0,0.4130098887515451,3.0308011502450736,0.0,0.0,0.0,0.0,75.0
I23LA212338,5530.0,0.03200723327305606,0.492911357167512,0.0,0.0,0.0,0.0,16.0
I23LA212355,6111.0,0.010636557028309606,0.27625879840782425,0.0,0.0,0.0,0.0,10.0
I23LA212359,3202.0,0.16427232979387882,5.08034763889233,0.0,0.0,0.0,0.0,282.0
I23LA212366,6007.0,0.007990677542866656,0.26115360749238004,0.0,0.0,0.0,0.0,13.0
I23LA213007,6632.0,8.527593486127865,17.139236370791316,0.0,1.0,5.0,11.0,529.0
I23LA213385,5597.0,0.9844559585492227,20.440335110765307,0.0,0.0,0.0,0.0,442.0
I23LA454934,6122.0,165.76853969291082,94.05804433134965,85.0,111.0,127.0,205.0,1652.0
I23LA459839,4785.0,7.2725182863113895,32.7567190258224,0.0,0.0,0.0,0.0,648.0
I23LA465873,6206.0,0.7310667096358363,3.361490938214857,0.0,0.0,0.0,1.0,236.0
I23LA545728,6128.0,0.08273498694516972,0.45439179674416685,-1.0,0.0,0.0,0.0,9.0
I23LA547069,5892.0,30.59775967413442,82.7253553348805,0.0,0.0,0.0,26.25,2595.0
I24LA025413,5958.0,6.741188318227593,56.58744099022483,0.0,0.0,0.0,0.0,1234.0
I24LA025871,5682.0,37.32717353044703,57.71690799780532,0.0,0.0,9.0,59.75,1204.0
I24LA025880,6041.0,2.453898361198477,18.253147286876935,0.0,0.0,0.0,0.0,683.0
I24LA026648,5809.0,3.10122224134963,35.757053671687956,0.0,0.0,0.0,0.0,1823.0
I24LA027028,6002.0,0.048317227590803064,0.36005980080594735,0.0,0.0,0.0,0.0,12.0
I24LA028096,6130.0,71.9584013050571,161.07048202021267,0.0,1.0,2.0,78.0,1980.0
I24LA028098,6079.0,1.323901957558809,6.411151915126973,-2.0,0.0,0.0,0.0,206.0
I24LA028157,6140.0,0.5679153094462541,6.381255629601517,0.0,0.0,0.0,0.0,345.0
I24LA028258,6226.0,62.59492451011886,133.12560750446195,0.0,0.0,1.0,67.0,2609.0
I24LA029109,6155.0,5.935499593826157,47.968437301449775,-35.0,0.0,0.0,0.0,1770.0
