hora,PT0002000032936306KX,PT0002000032942455NH,PT0002000032959511HP,PT0002000032966446CC,PT0002000032968749YT,PT0002000032969229AC,PT0002000032976997LZ,PT0002000032990792KD,PT0002000032993611ME,PT0002000033016394FN,PT0002000033039837ZH,PT0002000033074862LZ,PT0002000033085062AW,PT0002000033094187PL,PT0002000033171958DG,PT0002000033186037TF,PT0002000033254603ZX,PT0002000053093191SV,PT0002000065256275YB,PT0002000065523872AA,PT0002000066469574LZ,PT0002000068856655YV,PT0002000068856781NM,PT0002000068856872QG,PT0002000068856906VS,PT0002000068856952LS,PT0002000068857099AR,PT0002000068857897ZV,PT0002000068857909SY,PT0002000068859187RL,PT0002000068859325FL,PT0002000068859382XF,PT0002000068859393XH,PT0002000068859597LS,PT0002000069698702RB,PT0002000069803182JW,PT0002000071896778MT,PT0002000073231742VK,PT0002000073481266XH,PT0002000073598156DE,PT0002000073717386HC,PT0002000075637532JB,PT0002000077394934QY,PT0002000077647404EM,PT0002000078207354XC,PT0002000078233981HJ,PT0002000078294957RQ,PT0002000078441876HB,PT0002000079901964CJ,PT0002000081344542CP,PT0002000081997398TD,PT0002000082549706RH,PT0002000082592498EF,PT0002000084414998AX,PT0002000085555547GN,PT0002000085641795MX,PT0002000089069203YG,PT0002000100113293JT,PT0002000100742616GC,PT0002000101964938LF,PT0002000102936404ME,PT0002000103647515BL,PT0002000105483259QH,PT0002000106237165CF,PT0002000107046231FW,PT0002000107172384HT,PT0002000107332489XW,PT0002000108315818YN,PT0002000109837807PE,PT0002000109942242HZ,PT0002000110090564GD,PT0002000110607652SB,PT0002000112026362NN,PT0002000112171317NK,PT0002000112989585PH,PT0002000114685657JR,PT0002000115031201VQ,PT0002000115673389QK,PT0002000115673471CB,PT0002000115700602GW,PT0002000117822355RM,PT0002000119303492KB,PT0002000120237616VJ,PT0002000120320157HF,PT0002000123648159KR,PT0002000123801456QA,PT0002000125379984SH,PT0002000131605602FL,PT0002000133505542CK,PT0002000133685986TF,PT0002000201936109ME
0,5.165413705583757,0.09456927710843373,0.0,0.09936914600550964,2.1266917127071823,0.46573419964559953,3.0656031399912775,2.492516868236792,0.3331116928446771,0.5609494773519164,0.8777485773409209,3.046580188679245,1.1051866666666665,0.5295950995405819,0.6851194690265486,4.0985536189069425,2.6371158798283263,0.6582904368358914,8.980797636632201e-05,0.023108355476823148,0.6941635359116022,0.8504129703273172,30.71032448377581,0.1447811447811448,5.605309734513274,1.3123652048885694,1.9987760097919216,6.74296205630355,3.010703363914373,18.717487466823947,16.60752523707556,10.723039215686274,9.289209905660377,19.239669421487605,2.29899017071909,1.0115538809344387,8.618883528600964,3.174631268436578,2.057239057239057,0.00663419689119171,0.9026629935720845,1.280248190279214,14.690753214941825,4.461585552494643,2.090519877675841,0.6347287735849056,1.8289473684210527,117.19257950530036,1.2142044790652387,1.6859504132231404,15.404073199527746,9.348943985307622,0.3925218352681039,0.7049906025428413,2.110740548938374,0.05974115876598947,2.2764148692060577,38.806603773584904,6.027606412382532,2.16558908045977,4.148929663608563,1.6677883144692567,0.3656738425243291,0.07276685082872929,1.1481028151774786,5.96830864622804,0.1117704347826087,0.0811701931922723,2.419038873584328,0.0,1.9734391169368748,1.8783201722900216,0.020769775678866585,0.5131157379056951,10.306629834254144,31.336608066184073,2.0704599056603774,14.350871826246559,24.280513918629552,3.6421793694520965,1.99324626452684,3.6170798898071626,2.7229608336327704,0.0716685082872928,5.316819571865444,0.06685545722713865,3.1847002067539627,2.788948487326247,0.11480413589364846,0.14435906642728905,0.2332845290385554
1,5.178256345177664,0.07816516516516517,0.0,0.09320741758241759,2.191013245033113,0.4351462264150944,3.084384347826087,3.268078680203046,0.3229008695652174,0.5632165217391304,0.8831714876033058,3.0337161366313308,1.01734,0.47943145654834757,0.7094944812362031,4.055018867924528,5.072894736842105,0.6560654481132074,4.363207547169811e-05,0.022455188679245286,0.6912660044150111,0.7885085574572127,30.67240871613663,0.08312958435207823,5.611454652532391,0.9643624641833811,1.6685513447432763,6.781632029339853,0.6306540342298288,18.60188457008245,11.29156479217604,10.185128518971847,7.303739693757362,21.10452322738386,1.4129772727272727,0.8816861861861861,12.491219008264462,3.181389870435807,1.9720354523227384,0.004677685950413224,0.8968520782396088,1.2677341597796143,14.61705378973105,0.7446515892420538,1.2475550122249388,0.5638987043580683,1.6162897310513447,112.48382352941177,1.2185038910505837,0.7559596577017115,12.112926972909305,9.558068459657703,0.3958189845474614,0.7131843267108168,2.129396694214876,0.05952252252252253,2.1008633225954902,38.967756183745585,5.849057395143488,2.3511819484240686,4.299969437652812,0.1949877750611247,0.26428150765606595,0.07254415011037527,1.0841992665036675,4.801652892561983,0.11138194444444445,0.030875764993880048,1.6638141809290954,0.0005485651214128035,1.2883953168044078,1.8717765042979944,0.006389150943396226,0.5011627906976744,10.298565121412803,30.884297520661157,1.9550942285041224,17.001222493887532,26.476314180929094,3.7515281173594133,1.4197593818984546,4.367817848410758,2.598778735632184,0.07149755201958384,7.32992053789731,0.06653066037735848,1.334194214876033,2.815057189542484,0.11599646226415093,0.1415730659025788,0.193579766536965
2,5.185277777777777,0.06873353293413174,0.0,0.08998904109589043,2.1657076923076923,0.42685211267605633,2.9787175043327556,3.228478481012658,0.3205493934142114,0.5631941074523398,0.8860946502057613,3.029049295774648,0.9704834437086093,0.4706621951219512,0.7110593406593406,3.900726204465335,5.349626829268293,0.6576239717978849,2.7027027027027027e-05,0.022385428907168037,0.7119934065934066,0.7131546894031668,30.543280516431924,0.08038976857490865,5.695422535211268,0.8567857142857143,1.598964677222899,6.637637028014616,0.5770401948842875,17.584213615023476,10.42615712545676,10.136890243902439,6.85387323943662,21.56760048721072,1.500281893004115,0.8093952095808384,12.477023319615911,3.17018779342723,1.9652862362971986,0.0046728395061728396,0.9056029232643118,1.2568587105624143,14.58130328867235,0.7101096224116931,1.2448233861144946,0.5536971830985915,1.5761266747868452,108.65023474178403,1.222048449612403,0.5819123020706456,10.67649647887324,10.100487210718637,0.3953230769230769,0.7281230769230769,2.3182572016460905,0.059212574850299404,2.118966972477064,38.970657276995304,5.16141978021978,2.4985714285714287,4.35809987819732,0.0027405602923264312,0.14847417840375587,0.07249010989010989,1.0803897685749086,3.962620027434842,0.11107093425605535,0.013471951219512196,1.6327649208282582,0.0,1.2911522633744856,1.8489285714285715,0.0019670975323149236,0.48304024390243905,10.231318681318681,30.89351851851852,1.9615610328638498,15.908647990255785,23.44929963459196,3.7638550548112057,1.2964967032967032,4.340438489646772,2.5722460658082977,0.0714060975609756,6.964981729598051,0.06578260869565218,1.3041838134430728,2.8241302931596093,0.11676028202115159,0.14150142857142858,0.14437984496124032
3,5.187030303030302,0.06497904191616766,0.0,0.08827945205479452,2.2046945054945053,0.4290492957746479,2.7336065857885616,3.229245569620253,0.3221265164644714,0.5586291161178509,0.8907716049382717,3.0311032863849765,0.9502185430463577,0.4557231707317073,0.7140681318681319,4.1984947121034075,4.977812195121952,0.6573184488836663,3.290246768507638e-05,0.02189189189189189,0.7050659340659341,0.6559074299634592,30.526408450704224,0.08221680876979294,5.793427230046948,1.12,1.58952496954933,6.654384896467723,0.5645554202192449,15.800469483568076,10.268879415347138,10.096646341463414,6.731807511737089,19.963459196102313,1.453648148148148,0.8009820359281438,11.843278463648835,3.171654929577465,1.9497563946406822,0.005438271604938272,0.9034713763702802,1.255829903978052,14.589220462850182,0.7189403166869671,1.2384287454323994,0.556924882629108,1.56394640682095,107.66549295774648,1.2210581395348838,0.5682095006090134,9.586854460093896,9.487819732034104,0.39561098901098896,0.6988637362637363,2.3676419753086417,0.05902994011976048,2.114349816849817,38.938380281690144,4.624945054945055,2.500714285714286,4.307551766138855,0.00243605359317905,0.1431924882629108,0.07253186813186814,1.08952496954933,3.5401234567901234,0.11061937716262976,0.010896341463414635,1.6361144945188795,0.030542857142857142,1.2671467764060356,1.8528571428571428,0.001965922444183314,0.46867317073170733,10.212637362637363,31.32150205761317,1.9474765258215962,14.852618757612667,18.507612667478686,3.7576126674786847,1.4535736263736263,4.061205846528623,2.575107296137339,0.07131219512195122,6.173873325213155,0.06541833137485312,1.1279149519890261,2.8270358306188923,0.11709283196239718,0.14146,0.11288759689922481
4,5.1811161616161625,0.06257784431137725,0.0,0.08332876712328767,2.2638813186813187,0.42745774647887325,2.508582322357019,3.2308177215189873,0.3212668977469671,0.5586897746967071,0.8854814814814814,3.02787558685446,0.954953642384106,0.46301219512195124,0.7193692307692308,4.459274970622796,4.501521951219512,0.6571692126909517,0.00054524089306698,0.021043478260869566,0.6924285714285714,0.6123629719853837,30.49911971830986,0.08221680876979294,5.865610328638498,1.2328571428571429,1.588611449451888,6.535018270401949,0.5475030450669914,13.639964788732394,9.972594397076735,10.038109756097562,6.627934272300469,19.265225334957368,1.5711255144032923,0.802131736526946,11.556927297668038,3.171361502347418,1.9491473812423874,0.006448559670781893,0.9101705237515225,1.258230452674897,14.60688185140073,0.7131546894031668,1.225943970767357,0.5557511737089202,1.5505481120584652,112.31338028169014,1.2192441860465115,0.5490255785627284,9.507042253521126,9.376979293544458,0.3953120879120879,0.7148725274725275,2.377135802469136,0.05913173652694611,2.1037893772893774,38.9325117370892,4.032219780219781,2.4939285714285715,4.326431181485993,0.0006090133982947625,0.13380281690140844,0.07248131868131868,1.0797807551766139,3.381344307270233,0.11031487889273356,0.009948780487804877,1.612667478684531,0.06796923076923077,1.2719478737997256,1.8214285714285714,0.001964747356051704,0.46653170731707316,10.17032967032967,31.692901234567902,1.9292840375586855,13.877588306942753,13.742691839220463,3.75700365408039,1.425542857142857,3.9467113276492083,2.5647353361945635,0.0712560975609756,5.792021924482339,0.06509635722679201,1.1502057613168724,2.8098534201954397,0.1172126909518214,0.14142,0.0876937984496124
5,5.166595959595959,0.06355688622754492,0.0,0.08085753424657535,2.2775626373626374,0.43205633802816906,2.187476603119584,3.227878481012658,0.3211421143847487,0.5580069324090122,0.8258106995884773,3.021420187793427,0.9830066225165562,0.46012073170731704,0.7239692307692308,4.456365452408931,3.4804060975609756,0.657054054054054,7.285546415981199e-05,0.02050881316098707,0.704832967032967,0.5788672350791717,30.463321596244132,0.07978075517661389,5.825704225352113,1.075,1.5755176613885506,6.508830694275274,0.5411084043848965,11.588028169014084,9.76857490864799,10.046951219512195,6.546948356807512,18.47655298416565,1.3730761316872429,0.7958293413173653,11.242455418381343,3.151995305164319,1.9156516443361753,0.005308641975308642,0.9056029232643118,1.2551440329218106,14.41747868453106,0.7113276492082826,1.2095006090133984,0.5551643192488263,1.5249695493300852,124.20129107981221,1.2143643410852714,0.5438489646772229,9.501173708920188,9.314555420219245,0.39403736263736266,0.7164417582417583,2.3578312757201645,0.05897604790419162,2.098760073260073,38.88174882629108,3.5700835164835163,2.4910714285714284,4.253958587088916,0.0,0.14583333333333334,0.07247692307692306,1.0121802679658953,3.3377914951989025,0.11033564013840831,0.010679268292682927,1.4123020706455542,0.05105494505494505,1.260631001371742,1.8407142857142857,0.001964747356051704,0.4657341463414634,10.123626373626374,31.814814814814813,1.9240023474178405,12.589220462850182,9.9068209500609,3.7506090133982948,1.3422,3.4567600487210717,2.7743204577968528,0.07114146341463415,5.17904993909866,0.06448178613396005,1.1303155006858712,2.811358306188925,0.11669095182138661,0.14137857142857144,0.08381782945736434
6,4.263222222222223,0.06866167664670658,0.0,0.08214794520547945,2.235964835164835,0.432349765258216,2.1094194107452338,3.1696708860759495,0.32185961871750435,0.541736568457539,0.7046008230452675,3.0528169014084505,1.0656953642384106,0.47951951219512196,0.7312615384615384,4.842964747356052,2.992701219512195,0.658126909518214,4.465334900117509e-05,0.020310223266745003,0.6904417582417582,0.5453714981729598,30.472711267605632,0.08252131546894031,5.279342723004695,0.9167857142857143,1.532886723507917,6.467113276492083,0.5429354445797807,10.2162558685446,9.658647990255785,10.05701219512195,6.34419014084507,19.19549330085262,1.4474506172839507,0.6180449101796407,12.696159122085048,3.1549295774647885,1.8209500609013398,0.004681069958847737,0.8964677222898904,1.2743484224965707,13.615712545676004,0.7131546894031668,1.220462850182704,0.5536971830985915,1.6068818514007308,139.17194835680752,1.0703624031007752,0.5475030450669914,9.957453051643192,8.888855054811206,0.36900000000000005,0.6934175824175824,1.9690370370370371,0.05899401197604791,2.239269230769231,39.916079812206576,3.418567032967033,2.4775,3.3337393422655297,0.0,0.1396713615023474,0.07240439560439561,0.9625456760048721,3.2801783264746227,0.11067474048442906,0.010308536585365853,0.9223507917174177,0.013936263736263735,1.25960219478738,1.8292857142857142,0.001965922444183314,0.4254085365853658,10.115384615384615,33.12139917695473,1.948650234741784,9.205542021924483,3.8462241169305726,3.7448233861144944,1.2918527472527472,3.1443361753958587,3.028612303290415,0.07121341463414634,4.71863580998782,0.06392596944770858,1.0606995884773662,2.2666482084690553,0.11573795534665099,0.14012428571428573,0.15455426356589147
7,1.4932752525252524,0.08345209580838324,0.0,0.07912054794520548,2.611476923076923,1.3329131455399061,2.4234956672443673,2.7718911392405063,0.36407972270363953,0.5118076256499133,0.6679176954732511,3.856807511737089,1.587225165562914,0.8342024390243903,0.894156043956044,6.751727379553467,3.6895841463414634,0.6576498237367803,0.002410105757931845,0.020151586368977674,0.6861054945054945,0.5630328867235079,30.435152582159624,0.08313032886723508,4.855046948356808,0.6671428571428571,1.561510353227771,6.938794153471377,0.7347746650426309,8.304577464788732,10.773447015834348,11.236280487804878,10.810152582159624,18.72198538367844,1.6499609053497941,0.3337904191616767,14.25925925925926,3.3937793427230045,2.44884287454324,0.004802469135802469,0.9004263093788063,1.7424554183813443,16.02557856272838,0.6321559074299634,1.6020097442143728,0.5616197183098591,2.721071863580999,169.09976525821597,0.5699399224806202,0.5526796589524969,21.710093896713616,7.42326431181486,0.32284835164835163,0.7220285714285715,1.0293086419753086,0.059011976047904195,2.4202490842490842,40.65082159624413,3.76401978021978,3.4875,0.7978075517661388,0.0,0.142018779342723,0.07258901098901098,1.5651644336175397,3.282235939643347,0.11145847750865052,0.009289024390243903,1.0450669914738124,0.00043516483516483517,1.2630315500685871,2.5735714285714284,0.001964747356051704,0.2581548780487805,11.18131868131868,40.157407407407405,2.470950704225352,5.891595615103532,6.117539585870889,6.690621193666261,1.4011736263736263,6.827040194884288,4.105150214592275,0.07245609756097561,5.641595615103532,0.06376615746180964,1.3919753086419753,0.9346091205211726,0.1138801410105758,0.06673714285714286,0.4021317829457364
8,0.12728282828282828,0.08999401197604791,0.0,0.0788958904109589,6.941881318681319,3.9118896713615023,3.777067590987868,1.7878253164556963,0.6819376083188908,0.7643292894280762,0.9282386831275721,10.194542253521126,3.107350993377483,1.0562707317073172,1.175534065934066,11.217036427732081,6.053060975609756,0.6713948296122209,0.00021621621621621621,0.02272972972972973,0.7074197802197801,0.9951278928136419,30.690727699530516,0.08678440925700365,4.726525821596244,0.365,1.792326431181486,14.087697929354446,4.28958587088916,12.709507042253522,29.071559074299635,25.464024390243903,22.198063380281692,33.40651644336175,2.1786995884773663,0.0654431137724551,12.2781207133059,7.911384976525822,5.832216808769793,0.015497942386831276,1.8239951278928137,8.302126200274348,20.27466504263094,0.620584652862363,3.662911084043849,0.9583333333333334,9.193361753958587,196.29225352112675,0.045998062015503875,0.6482947624847747,31.471830985915492,7.338002436053594,0.29714505494505494,0.8649934065934066,0.8846152263374486,0.05937425149700599,3.466015567765568,44.759096244131456,3.7156483516483516,7.386785714285714,0.5819123020706456,0.0,0.1402582159624413,0.07243076923076924,4.0331912302070645,3.2599451303155007,0.11082179930795849,0.009157317073170732,4.162911084043849,0.0,1.581275720164609,8.64,0.001964747356051704,0.09196463414634147,16.787362637362637,56.443415637860085,5.257629107981221,11.79872107186358,11.32551766138855,15.01613885505481,1.9678791208791209,8.776187576126675,8.611945636623748,0.0736670731707317,7.753045066991474,0.06354406580493537,5.47599451303155,0.06475895765472313,0.11245945945945947,0.0005742857142857144,0.4263565891472868
9,0.0,0.06891017964071856,0.0,0.08412876712328768,7.368052747252747,4.609145539906104,4.241948006932408,2.478713924050633,1.3774280762564992,1.4478700173310226,2.823446502057613,11.932218309859154,3.0573311258278144,1.1483560975609757,1.9865582417582417,12.804722679200939,5.317146341463415,0.8419753231492362,0.0013760282021151587,0.05881198589894242,0.7095296703296704,2.684226552984166,32.64348591549296,0.08861144945188794,5.49618544600939,0.36607142857142855,1.9223507917174179,21.767965895249695,5.838611449451888,13.971830985915492,40.687576126674784,33.41859756097561,29.487676056338028,42.19823386114494,2.79270987654321,0.06211976047904192,12.710562414266118,7.752053990610329,6.877588306942752,0.7113991769547325,13.092874543239951,9.886145404663923,25.445797807551767,1.676613885505481,4.461023142509135,2.704518779342723,11.314859926918393,270.11795774647885,0.0,1.938489646772229,37.757335680751176,8.383069427527406,0.29716263736263737,1.1987208791208792,0.7707777777777778,0.05951197604790419,4.124083333333333,46.32306338028169,2.8150395604395606,7.806071428571428,4.375456760048721,0.0,0.15258215962441316,0.07251208791208792,4.709500609013398,3.405349794238683,0.10944982698961937,0.009108536585365853,4.898599269183922,0.0008945054945054946,4.333676268861454,7.9675,0.001964747356051704,0.0007292682926829268,17.532417582417583,69.77366255144032,10.34800469483568,17.595919610231427,14.651035322777101,17.03380024360536,3.1704373626373625,10.03258221680877,9.957796852646638,0.0742109756097561,8.14190012180268,0.17347121034077556,7.005829903978052,0.0,0.11156521739130436,0.00033,0.4307170542635659
10,0.003931818181818182,0.06916467065868263,0.0,0.0920904109589041,6.999830769230769,5.4040798122065725,4.301246100519931,2.726526582278481,1.7072183708838822,1.6121871750433274,3.1932551440329218,12.093603286384976,3.4333311258278143,1.0814719512195121,1.9875472527472526,12.840276145710929,5.700043902439025,0.9295123384253818,0.007049353701527614,0.07359811985898942,0.721989010989011,3.1863580998781975,33.370892018779344,0.1476857490864799,5.890845070422535,0.38285714285714284,2.133069427527406,21.633982947624848,6.004567600487211,15.072476525821596,43.76339829476248,34.41798780487805,33.107100938967136,44.503045066991476,2.5129506172839506,0.06936826347305389,13.007544581618657,8.356514084507042,7.452496954933008,1.0990699588477366,14.939707673568819,10.592592592592593,29.048721071863582,2.3459196102314253,4.740560292326431,3.910504694835681,11.879719853836784,296.6032863849765,0.0,3.2506090133982948,30.917840375586856,9.383069427527406,0.2979208791208791,1.3348901098901098,0.6828724279835391,0.05952694610778444,4.746154761904762,46.05897887323944,4.406639560439561,7.776428571428571,5.797198538367844,0.0006090133982947625,0.15199530516431925,0.07235604395604395,6.847442143727162,4.179698216735254,0.10959515570934257,0.009248780487804878,4.993605359317905,0.04073626373626374,5.280864197530864,8.154642857142857,0.001964747356051704,0.0005158536585365854,17.864835164835164,69.60956790123457,11.822769953051644,18.68483556638246,15.451887941534714,16.904080389768573,3.5114879120879117,9.902557856272837,10.493919885550786,0.07301463414634146,8.974116930572473,0.2203325499412456,6.9420438957476,0.0,0.11154289071680376,0.00034285714285714285,0.4491279069767442
